time,treatment,subject,rep,potato,buttery,grassy,rancid,painty
9,1,3,2,2.5,0.5,0,0,3.4
9,1,10,1,10.5,8.5,0,2.6,0
9,1,10,2,11.2,8.4,0,2.4,0
9,1,15,1,0.2,0.1,0.1,5.5,10.8
9,1,15,2,1.7,0.4,0,0.4,3.1
9,1,16,1,5.4,6.7,0.1,6.9,0.2
9,1,16,2,8.5,4.9,0.1,0.1,0
9,1,19,1,9.6,0,0,9.6,2.4
9,1,19,2,9,3,0,2.5,0
9,1,51,1,10.2,0,1.7,9.9,3
9,1,51,2,12.7,3.5,0.7,3.3,1.6
9,1,52,1,5.1,0.2,0,3.9,3.7
9,1,52,2,3,0,0,3.4,3.2
9,1,63,1,1.7,0,0,13.3,12.8
9,1,63,2,5.3,0,0,9.4,1.7
9,1,78,1,3.5,0,0,4,5.2
9,1,78,2,1,0,0,0,0
9,1,79,1,10.1,0,0,0.2,0
9,1,79,2,9.1,0,0,1.6,0
9,2,3,1,2.7,0.2,0,8.9,0
9,2,3,2,1.8,1.4,0,0,7
9,2,10,1,10.4,6.7,0,8,10.6
9,2,10,2,11,8.8,0,0,0
9,2,15,1,0.2,0.1,0.2,3,10.6
9,2,15,2,0,1.3,0,4.5,6.4
9,2,16,1,8.5,2.8,0.5,7.9,0.1
9,2,16,2,3.8,2.2,0,0,0
9,2,19,1,11.1,3.6,0,8.1,0
9,2,19,2,6.2,0,0,7.9,12.6
9,2,51,1,7.3,2.3,0,14.9,0.1
9,2,51,2,10.6,3.9,0,0,2
9,2,52,1,1.8,0,0,9.6,2.5
9,2,52,2,1.6,0,0,5,8.5
9,2,63,1,1.8,0,0,13.7,12.3
9,2,63,2,9.1,0,0,8,4.4
9,2,78,1,2,0,0,4,1.6
9,2,78,2,3.4,0,0.9,0,2.2
9,2,79,1,6.7,0,0,0,0
9,2,79,2,9.4,0,0,1.3,0
9,3,3,1,1.6,0.5,0,0,4.3
9,3,3,2,0.7,0.3,0,0,6.7
9,3,10,1,10.2,8.5,0,3.7,1.7
9,3,10,2,7.3,3.4,0,8.6,4.9
9,3,15,1,0.7,0,0.1,3.4,7.3
9,3,15,2,1.5,0,0,2.6,7.1
9,3,16,1,7.5,2.6,0.7,6.6,0.3
9,3,16,2,3.6,2.4,2.4,0.9,0
9,3,19,1,7.9,0,0,13.1,8.9
9,3,19,2,9.1,0,7.2,9.8,11.3
9,3,51,1,8.2,0.4,1.9,4,4.2
9,3,51,2,8.9,4.7,0,8.7,0
9,3,52,1,1.1,0,0,4.7,4.5
9,3,52,2,4,0,0,0,9.5
9,3,63,1,7.5,0,0,11.7,8.4
9,3,63,2,6,0,0,11.6,10.5
9,3,78,1,7.9,1,0,2.8,3.8
9,3,78,2,0,0,0,0,0
9,3,79,1,7.8,0,0,3.8,0
9,3,79,2,8.1,1.5,0,0.4,0
10,1,10,1,10.6,7.1,1.6,5.4,8.2
10,1,10,2,12.1,8.5,0,4,2.9
10,1,15,1,0.1,0.1,0.1,10.8,2.7
10,1,15,2,1.7,0.1,0.1,7.4,1
10,1,16,1,3,7,0,9.1,2.7
10,1,16,2,3.8,7.8,0,8.5,3.1
10,1,19,1,11.4,1.6,0,2.7,0
10,1,19,2,11.8,3.2,2.7,8.6,3.6
10,1,31,1,9.5,0,0,10.7,12.6
10,1,31,2,5.3,0,0,2.8,11.4
10,1,51,1,7.6,2.2,1.4,5.2,1.4
10,1,51,2,12.3,0.8,2,2.7,0
10,1,52,1,0.4,0,0,1.6,10.8
10,1,52,2,0,0,0,4.6,11
10,1,63,1,6.5,0,0,11.1,1.8
10,1,63,2,6.2,0,0,8.8,2.6
10,1,78,1,1.2,0.8,0,0,1.3
10,1,78,2,4.4,0,1.2,0,6.2
10,1,86,1,0.7,0,0,11.6,11.6
10,1,86,2,0.7,0,0,14.3,13.1
10,2,10,1,10.7,6.8,2,1.6,3.6
10,2,10,2,10.5,6.5,0,8.4,0
10,2,15,1,4.8,1.4,0.3,2.5,0.7
10,2,15,2,1.1,0.1,0.2,8.3,3.2
10,2,16,1,4.2,6,1.2,7.2,0.6
10,2,16,2,2.9,3.5,1.1,9.3,2.1
10,2,19,1,7,0,1.7,5.7,10.3
10,2,19,2,10.9,0,4.2,5,10.9
10,2,31,1,4.6,0,0,10.3,9.1
10,2,31,2,2.3,0,0,10.3,10.2
10,2,51,1,11.3,5.3,0.8,0,2.5
10,2,51,2,9.9,5.7,2.4,1.7,5.4
10,2,52,1,0.3,0,0,3.8,7.4
10,2,52,2,3.8,0,0,10.7,6.4
10,2,63,1,8.6,0.6,0,7.9,9.5
10,2,63,2,9,0,0,6.7,10.7
10,2,78,1,5.2,0,0,4.1,4.1
10,2,78,2,1.5,0,0,1.1,2.4
10,2,86,1,2,0,0,10.4,12.7
10,2,86,2,1,0,0,11.2,11.6
10,3,10,1,11.3,9.2,0,3.3,0
10,3,10,2,10,5.4,0,5.4,1.9
10,3,15,1,2.5,0.4,0.1,2.6,0.2
10,3,15,2,4.3,3.3,0,2.1,0.3
10,3,16,1,3.9,1.4,1,6.7,4.4
10,3,16,2,2.5,0.7,1.6,6,1.3
10,3,19,1,9.1,4,0,5.8,0
10,3,19,2,12.2,0,4.6,9.3,11.8
10,3,31,1,6.5,0,0,9.3,11.4
10,3,31,2,10.4,0,0,5.7,0
10,3,51,1,8,3.2,0,6.8,3.3
10,3,51,2,11.6,2.4,2,0,0
10,3,52,1,1.2,0.8,0.2,1.4,9
10,3,52,2,1.8,0,0,2.6,9.3
10,3,63,1,7,0,0,11.9,3.3
10,3,63,2,7,0,0,11.4,7.3
10,3,78,1,3.7,0,0.9,0,1.3
10,3,78,2,3.3,0,0,2.5,1.4
10,3,86,1,2.5,0,0,7,10.5
10,3,86,2,2.5,0,0,8.2,9.4
